Date,Content,Rating
2/23/2015,"This app has definately come in useful. It's being used on a Galaxy Note 3. You would think that  device this size is sufficient for viewing these videos however depending on the video content, it still isn't quite large enough. That's were having the ability to go fullscreen with this app becomes useful. Unfortunately, it doesn't allow you to go fullscreen. What a bumper. If the developers update this with full screen option, I may just be willing give it a 5 star rating. Without fullscreen, 3 stars it is.",3
2/22/2015,"This is a real shame.  The app itself is actually very nice but a lot of the courses (not all) have sound stutter/lag, which completely destroys the user experience.  I think this is unacceptable since this isn't a free service. I have a hard time believing that no one in their development department is able to test their app on a Nexus 7 device or able to at least look into the issue and make it a top priority bug to be fixed. If not for the sound issue, I would have given it 5 stars.",2
2/22/2015,Audio defiantly an issue. History is not synched across devices.. What the heck.. How many days these guys Will take to resolve audio quality issue.,1
2/22/2015,"Please fix the app. For a company whose main focus is teaching IT, you would think someone could update the app. Videos no longer load and offline viewing will not download for my plus account. I am wasting my money.",1
2/22/2015,Wouldn't work until I redid my tabbie...now works fine biz,5
2/22/2015,Lags and stutters in landscape mode...ironic.,2
2/21/2015,"All sorts of, technical and non technical, quality trainings.",5
2/21/2015,Experienced Instructors and Wide range of topics.. Cannot ask for more than this..,5
2/21/2015,App Stuck at checking license..doesn't play any course video. I have annual membership. Still facing this issue.,1
2/21/2015,This is a great application so far.,5
2/21/2015,This is simply not good enough for paying customers. Such a shame since the content is awesome on the desktop browser..,1
2/21/2015,Good content,4
2/20/2015,Superb keep it done,5
2/19/2015,"Pluralsight is great but this app really needs chromecast support.   With all the money they've raised, it doesn't make sense that this app is lagging behind so much.",3
2/18/2015,"Content is fantastic, but most of the videos stutter like crazy. I'm using a Galaxy Tab S 10, with 100mbps internet connection. I recommend just using Chrome and the Pluralsight website instead of the app. Edit: stuttering doesn't seem as common anymore, but still present in some videos.",3
2/18/2015,Working great!!!,4
2/18/2015,Application works great,4
2/18/2015,"I had to knock a star off as you can't move it's storage to an sdcard on the phone.  Otherwise, two thumbs up!",4
2/18/2015,Good UI but there are two huge bugs. 1. The videos stutter quite w bit on my phone and tablet. 2. My progress in classes is  not in sync between web and app. Finnally.. a key feature is missing from the app: the app should know the classes i started on the web. Sad that such great content isnt accessible via mobile.,1
2/18/2015,"This is all I get.  For every course, checking permissions.  I have no problems with the web site, but I have had no luck with getting the android app to work..  Nexus 5 - lollipop 5.0.1",1
2/18/2015,"Can you really trust software engineering content from a company that can't write a usable app to deliver their content? From other comments, it's clear the horrible audio problems I experience have been present for at least months. It seems like the company is too focused on acquiring other technical content companies to pay attention to their existing business and customers. It frustrates me that I spent a lot of extra money on the premium mobile subscription for nothing.",2
2/17/2015,Someway to sync your web settings,3
2/17/2015,"That's all it seems to be good for, can't seem to watch any training",2
2/16/2015,Fantastic app and content,5
2/16/2015,"No there is no excuse not to take IT certs!  Works perfectly, no buffering.  I'm glad to have the option to save the chapter locally also.  Perfect for people on the go!  Very impressed!",5
2/16/2015,"Audio stutters in landscape mode making it almost useless .  It's ok in portrait mode but the video is too small now to Be of use. Running this one HTC one,  a new flagship phone but even so the app is very laggy.  Takes 1-2 seconds to respond to a touch.",2
2/16/2015,The content is great but it does stutter in landscape.,3
2/16/2015,"Didn't play anything on my tab. Just shows table of content. No sync of personal data either. Pluralsight Web is great, android app junk.",2
2/16/2015,Love that this is available and that you can download courses to watch offline,5
2/15/2015,"Audio skips in landscape... Major annoyance.  Otherwise, I'd have no problems with the app. Love the content.",3
